,budget,company,country,director,gross,name,rate,star,voter
239,"CAD 4,100,000","Max Films Productions,See more »,",Canada,Lyne Charlebois,,Borderline (2008) ,6.6,"Isabelle Blais,Jean-Hugues Anglade,Angèle Coutu,|,See full cast & crew,","1,033"
240,,"Arte France Cinéma,Black Forest Films,CMW Films,See more »,",France,Emmanuelle Bercot,"$12,312,",Backstage (2005) ,5.9,"Emmanuelle Seigner,Isild Le Besco,Noémie Lvovsky,|,See full cast & crew,",579
241,"$400,000","Horamagica Producciones,Divine Productions,See more »,","Chile,France",Sebastián Lelio,,Navidad (2009) ,6.1,"Manuela Martelli,Diego Ruiz,Alicia Rodríguez,",203
242,,"Infoco,Instituto de Crédito Oficial (ICO),Ministerio de Cultura,See more »,",Spain,Sigfrid Monleón,,El cónsul de Sodoma (2009) ,5.8,"Jordi Mollà,Bimba Bosé,Alex Brendemühl,|,See full cast & crew,",333
243,"$400,000","Dikenga Films,Robotic Indifference,Tricycle Flicks,See more »,",USA,Steve Balderson,,The Casserole Club (2011) ,4.9,"Susan Traylor,Kevin Scott Richardson,Daniela Sea,|,See full cast & crew,",104
244,,"Gribanoff Productions,See more »,",Russia,Dmitry Gribanoff,,Potseluy sestry (2007) ,4.9,"Nadya Emelina,Sergey Fedorov,Rina Grishina,|,See full cast & crew,",136
245,,"Antena 3 Televisión,Lolafilms,Vía Digital,See more »,",Spain,Gerardo Vera,,Segunda piel (1999) ,6.4,"Javier Bardem,Jordi Mollà,Ariadna Gil,|,See full cast & crew,","1,465"
246,,"Alliance Ltd Intl.,Boomerang,Kaméléon Productions,See more »,",France,Étienne Faure,,In extremis (2000) ,5.3,"Sébastien Roch,Julie Depardieu,Jérémy Sanguinetti,|,See full cast & crew,",305
247,,"Wide Management,Triskel Films,See more »,",France,Hormoz,,J'ai rêvé sous l'eau (2008) ,4.9,"Hubert Benhamdine,Caroline Ducey,Christine Boisson,|,See full cast & crew,",308
248,,"Altube Filmeak S.L.,Conexión Sur,Creativos Asociados de Radio y Televisión (CARTEL),See more »,",Spain,Eloy de la Iglesia,"$59,440,",Los novios búlgaros (2003) ,5.8,"Fernando Guillén Cuervo,Dritan Biba,Pepón Nieto,|,See full cast & crew,",818
249,"SGD 200,000","Zhao Wei Films (I),Infinite Frameworks Pte. Ltd.,See more »,",Singapore,Eric Khoo,,Be with Me (2005) ,7.2,"Theresa Poh Lin Chan,Chiew Sung Ching,Lawrence Yong,|,See full cast & crew,","1,550"
250,,"Blow Up Pictures,Open City Films,Sagittaire Films,See more »,",USA,Peter Mattei,"$10,410",Love in the Time of Money (2002) ,5.3,"Vera Farmiga,Domenick Lombardozzi,Jill Hennessy,|,See full cast & crew,",592
251,,"American World Pictures (AWP),Big Pictures Entertainment,See more »,","Canada,USA",Gigi Gaston,,Beyond the City Limits (2001) ,4.2,"Jennifer Esposito,Alyson Hannigan,Steve Harris,|,See full cast & crew,",590
252,,"Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles,Boréal Films,Cinéfinance Tax Shelter,See more »,","Belgium,Canada",David Lambert,,Je suis à toi (2014) ,6.6,"Nahuel Pérez Biscayart,Jean-Michel Balthazar,Monia Chokri,|,See full cast & crew,",250
253,,"Daly-Harris Productions,Davis Entertainment Classics,See more »,",USA,Kevin Tenney,,Tick Tock (2000) ,6.1,"Megan Ward,Kristin Minter,Linden Ashby,|,See full cast & crew,",568
254,,,Canada,David Paul Scott,,Denied (2004) ,4.9,"Lee Rumohr,Matt Sadowski,Sarah Kanter,|,See full cast & crew,",634
255,,"Aviator Films,Bill Kenwright Films,See more »,",USA,Mark Rucker,,"Die, Mommie, Die! (2003) ",6.5,"Charles Busch,Natasha Lyonne,Jason Priestley,|,See full cast & crew,","1,850"
256,,"Historias Cinematograficas Cinemania,Ibermedia,Instituto Nacional de Cine y Artes Audiovisuales (INCAA),See more »,","Argentina,France,Spain",Lucía Puenzo,,El niño pez (2009) ,5.9,"Inés Efron,Mariela Vitale,Pep Munné,|,See full cast & crew,","1,898"
257,,"Kisses and Caroms Productions,PovertyWorks,See more »,",USA,Vincent Rocca,,Kisses and Caroms (2006) ,4.7,"Nicole Rayburn,Drew Wicks,Nikki Stanzione,|,See full cast & crew,","1,291"
258,,"Sweetwater Productions,See more »,",Sweden,Colin Nutley,,Medicinen (2014) ,5.4,"Helena Bergström,Peter Eggers,Ida Engvoll,|,See full cast & crew,",637
259,"$200,000","Rainforest Films,Rainforest Productions,TRF Productions,See more »,",USA,Rob Hardy,"$1,160,268,",Trois (2000) ,3.9,"Gary Dourdan,Gretchen Palmer,Kenya Moore,|,See full cast & crew,",568
260,,"Block 2 Pictures,J.A. Media,Jet Tone Production,See more »,","Hong Kong,Taiwan",Hsiao-tse Cheng,,Miao Miao (2008) ,5.2,"Chia-Yen Ko,Sandrine Pinna,Wing Fan,|,See full cast & crew,",956
261,,"Cineluz - Produções Cinematográficas Lda.,Globo Filmes,Lereby Productions,See more »,",Brazil,,,Cazuza: O Tempo Não Pára (2004) ,6.9,"Daniel de Oliveira,Marieta Severo,Reginaldo Faria,|,See full cast & crew,","2,792"
262,,"Odyssey Pictures,See more »,",Ireland,Sean Walsh,,Bloom (2003) ,5.6,"Stephen Rea,Angeline Ball,Hugh O'Conor,|,See full cast & crew,",321
263,,,USA,Liz Garbus,"$60,019,",Girlhood (2003) ,7.2,,517
264,"€1,500,000","The Icelandic Filmcompany,Solar Films,Film and Music Entertainment (F&ME),See more »,","Iceland,Finland,UK",Róbert I. Douglas,"$1,302,",Strákarnir okkar (2005) ,5.1,"Björn Hlynur Haraldsson,Helgi Björnsson,Arnmundur Ernst Björnsson,|,See full cast & crew,",887
265,"$300,000","Dikenga Films,See more »,",USA,Steve Balderson,,Watch Out (2008) ,4.3,"Matt Riddlehoover,Amy Kelly,Peter Stickles,|,See full cast & crew,",231
266,,"Team Angelica,See more »,",UK,Rikki Beadle Blair,,Fit (2010) ,6.3,"Duncan MacInnes,Ludvig Bonin,Sasha Frost,|,See full cast & crew,",435
267,"JPY 120,000,000","J.C. Staff,King Records,Movic,See more »,",Japan,Kunihiko Ikuhara,,Shôjo kakumei Utena: Adolescence mokushiroku (1999) ,7.2,"Tomoko Kawakami,Yuriko Fuchizaki,Leah Applebaum,|,See full cast & crew,","1,069"
268,,"Great Graffiti Films,Malvern Productions,Squarenone Cinema,See more »,",USA,Jesse Rosen,"$10,382,",The Art of Being Straight (2008) ,4.9,"Jesse Janzen,Tyler Jenich,Bryan McGowan,|,See full cast & crew,",597
269,,"Alliance Atlantis Communications,Danger Filmworks,Code Red Film,See more »,","Canada,USA",Lane Janger,"$23,374,",Just One Time (1999) ,6.3,"Lane Janger,Joelle Carter,Guillermo Díaz,|,See full cast & crew,",661
270,,"Gemini Films,France 2 Cinéma,Centre National de la Cinématographie (CNC),See more »,",France,André Téchiné,"$539,380,",Les temps qui changent (2004) ,6.2,"Catherine Deneuve,Gérard Depardieu,Gilbert Melki,|,See full cast & crew,","1,474"
271,,"Shri Vardan Pictures,See more »,",India,Shrey Srivastava,,Men Not Allowed (2006) ,4.0,"Payal Rohatgi,Tina Mazumdar,Nassar Abdulla,|,See full cast & crew,",28
272,,"Cattleya,Universal Pictures,Friuli Venezia Giulia Film Commission,See more »,",Italy,Umberto Riccioni Carteni,,Diverso da chi? (2009) ,6.2,"Luca Argentero,Claudia Gerini,Filippo Nigro,|,See full cast & crew,",830
273,,"Dream Factory,Rosem Films,See more »,","China,France",Ye Lou,"$10,478,",Chun feng chen zui de ye wan (2009) ,6.4,"Hao Qin,Sicheng Chen,Wei Wu,|,See full cast & crew,",864
274,,"Dolly Hall Productions,Method Films,See more »,","USA,France",Sande Zeig,"$34,192,",The Girl (2000) ,4.7,"Claire Keim,Agathe de La Boulaye,Cyril Lecomte,|,See full cast & crew,",387
275,"$150,000","Extra / Ordinary Film Project,See more »,",USA,,,Little Bi Peep (2013) ,7.5,"Anna Shields,Sara Jecko,Leigh Strimbeck,|,See full cast & crew,",34
276,,"Cuarteto Producciones Cinematográficas S.L.,Media Park,Universal Pictures,See more »,",Spain,,,Km. 0 (2000) ,7.2,"Concha Velasco,Georges Corraface,Silke,|,See full cast & crew,","1,677"
277,,"Cinemax,World of Wonder Productions,World of Wonder,See more »,",USA,,,101 Rent Boys (2000) ,6.3,"David Anthony,Gary Barry,Scott Black,|,See full cast & crew,",323
278,,"Good Machine,Swinging T Productions,See more »,",USA,David Schisgall,"$85,000,",The Lifestyle (1999) ,5.8,"Dant'e Amore,Wild Bill Goodwin,Robert L. McGinley,",180
279,,,USA,Kenny Griswold,,Net Worth (2001) ,5.9,"Todd Field,Craig Sheffer,Daniel Baldwin,|,See full cast & crew,",191
280,"$3,600,000","Duke Media,Redmond Enterprises,Redwood Palms Pictures,See more »,",USA,Bill Duke,"$79,436,",Cover (2007) ,5.7,"Aunjanue Ellis,Razaaq Adoti,Vivica A. Fox,|,See full cast & crew,",465
281,"$100,000","Mattioli Productions,See more »,",USA,A.J. Mattioli,,The Coffee Shop (2014) ,3.8,"Blanche Baker,Elissa Goldstein,Keith Collins,|,See full cast & crew,",68
282,"$250,000","Damaged Films,See more »,",USA,Alex Pacheco,,Praxis (2008) ,3.5,"Tom Macy,Andrew Roth,Regina Aquino,|,See full cast & crew,",112
283,"$500,000","Group in Progress,See more »,",USA,Billy Samoa Saleebey,"$103,209,",Rolling (2007) ,5.6,"Sanoe Lake,Garrett Brawith,Rachel Hardisty,|,See full cast & crew,",399
284,,"A.J. Productions,See more »,",USA,Jorge Ameer,,The Singing Forest (2003) ,1.9,"Jon Sherrin,Erin Leigh Price,Eric Morris,|,See full cast & crew,",532
285,,"Arc Entertainment,King Records,Omuro Pictures,See more »,",Japan,Hitoshi Yazaki,,Mubansô (2016) ,6.4,"Riko Narumi,Sôsuke Ikematsu,Takumi Saitoh,|,See full cast & crew,",61
286,,,USA,Craig Hamann,,Boogie Boy (1998) ,5.2,"Mark Dacascos,Emily Lloyd,Michael Peña,|,See full cast & crew,",539
287,,"Bicycle Pictures,See more »,",Philippines,Adolfo Alix Jr.,,Daybreak (2008) ,4.9,"Coco Martin,Paolo Rivero,",128
288,,"Simple View Production,See more »,",Taiwan,Tso-chi Chang,,Zui sheng meng si (2015) ,7.2,"Hong-Chi Lee,Jen-Shuo Cheng,Shang-Ho Huang,|,See full cast & crew,",384
289,,"Stagewright Films,Funny Boy Films,See more »,",USA,Bill Humphreys,"$3,898,",Just Say Love (2009) ,4.8,"Bill Humphreys,Matthew Jaeger,Robert Mammana,",446
290,"€600,000",,Serbia,Dragan Marinkovic,,Disi duboko (2004) ,5.8,"Mira Furlan,Ana Franic,Jelena Djokic,|,See full cast & crew,",299
291,,"Tall Skinny Black Boy Productions,See more »,",USA,Patrik-Ian Polk,,Noah's Arc (2004) ,7.6,"Alistair Abell,Nate Adams,Jensen Atwood,|,See full cast & crew,",386
292,"$850,000","Blue Cactus Pictures,The Film Fund,See more »,",USA,Jesse Baget,,El Mascarado Massacre (2006) ,4.5,"Adam Huss,Jeremy Radin,Leyla Milani,|,See full cast & crew,","1,125"
293,"CZK 14,000,000",,Czech Republic,Ivan Vojnár,,Nepravdepodobná romance (2013) ,5.7,"Berenika Kohoutová,Alzbeta Pazoutová,Ivan Vojnár,|,See full cast & crew,",23
294,,,Russia,,"$60,815,",Ya lyublyu tebya (2004) ,6.5,"Damir Badmaev,Lyubov Tolkalina,Evgeniy Koryakovskiy,|,See full cast & crew,",840
295,,"Telespan 2000,Canal+ España,Estudios Picasso,See more »,",Spain,Emilio Martínez Lázaro,,Los 2 lados de la cama (2005) ,5.6,"Ernesto Alterio,Guillermo Toledo,Alberto San Juan,|,See full cast & crew,","1,229"
296,"$40,000","Chill Productions,See more »,",USA,,,Girls Like Us! Part 1 (2012) ,5.8,"Bethany Stanton,Robin Lei,Milon V. Parker,|,See full cast & crew,",10
297,"€14,000","Zvona i Nari,Blank,Nezavisna Produkcija,See more »,",Croatia,Damir Radic,,Posljednji dani ljeta (2018) ,0,"Tanja Kordic,Antonija Situm,Ivica Gunjaca,|,See full cast & crew,",0
298,,"1 Production Film Company,See more »,",Taiwan,Arvin Chen,,Ming tian ji de ai shang wo (2013) ,6.7,"Richie Jen,Mavis Fan,Chin-Hang Shih,|,See full cast & crew,",452
299,,"Lobo Filmes,See more »,",Brazil,Caio Sóh,,Teus Olhos Meus (2011) ,6.6,"Emilio Dantas,Remo Rocha,Paloma Duarte,|,See full cast & crew,",261
300,"$1,000,000","Iconoclastic Features,Jay-X Entertainment,MGDB Productions,See more »,",USA,Matthew Mishory,,"Joshua Tree, 1951: A Portrait of James Dean (2012) ",5.7,"James Preston,Dan Glenn,Clare Grant,|,See full cast & crew,",648
301,,"Bandonéon,Adria Films,Centre National de la Cinématographie (CNC),See more »,",France,Valérie Minetto,"$788,",Oublier Cheyenne (2005) ,6.5,"Mila Dekker,Aurélia Petit,Malik Zidi,|,See full cast & crew,",313
302,"$20,000","Transflix Productions,E.B.G. Productions,PL Entertainment,See more »,",,,,L.G.B.T. Love Stories (2016) ,4.4,"Frederic Farina,Christina Russo,Danny Martinez,|,See full cast & crew,",7
303,"£75,000","Flyswot Films,See more »,","UK,USA,France",Simon Savory,,Bruno & Earlene Go to Vegas (2013) ,5.1,"Miles Szanto,Ashleigh Sumner,Barrett Crake,|,See full cast & crew,",117
304,,"Lifer Films,Next Wave Films,Stolen Car Productions,See more »,",USA,,"$348,507,",Keep the River on Your Right: A Modern Cannibal Tale (2000) ,6.8,"Tobias Schneebaum,Norman Mailer,Michael Nelson Rockefeller,",777
305,,"Philomath Films,See more »,",USA,Hank Rogerson,"$48,194,",Shakespeare Behind Bars (2005) ,7.6,,335
306,,"Chain Camera Pictures,Red Envelope Entertainment,Tectonic Theater Project,See more »,",USA,Kirby Dick,"$44,416,",Outrage (2009) ,7.6,"Barney Frank,Tammy Baldwin,Wayne Barrett,|,See full cast & crew,","1,536"
307,,"Perfect Day Films,See more »,",USA,Timothy Greenfield-Sanders,,The Out List (2013) ,7.2,"Dustin Lance Black,R. Clarke Cooper,Wade Davis,|,See full cast & crew,",589
308,,"Cinephil,Keshet Broadcasting,Pretty Pictures,See more »,","Israel,France,USA",Sandi Simcha Dubowski,"$619,612,",Trembling Before G-d (2001) ,7.1,"Shlomo Ashkinazy,Steve Greenberg,Nathan Lopes Cardozo,|,See full cast & crew,",863
309,,,Thailand,Poj Arnon,,Bangkok Love Story (2007) ,5.5,"Rattanaballang Tohssawat,Chaiwat Thongsaeng,Wiradit Srimalai,|,See full cast & crew,","1,299"
310,,"New Media Entertainment LLC,See more »,",USA,Damion Dietz,,Love Life (2006) ,5.5,"Keith Bearden,Stephan D. Gill,Ronnie Kerr,|,See full cast & crew,",195
311,,"Making Film,See more »,",China,Jordan Schiele,,San fu tian (2016) ,7.6,"Lu Huang,Lanshan Luo,Mu Chen Tian,|,See full cast & crew,",57
312,,,USA,Robert J. Siegel,"$161,483,",Swimming (2000) ,6.4,"Lauren Ambrose,Joelle Carter,Jennifer Dundas,|,See full cast & crew,",880
313,"BRL 6,400,000","Canto Claro Produções Artísticas,See more »,",Brazil,Antonio Carlos da Fontoura,,Somos Tão Jovens (2013) ,6.5,"Thiago Mendonça,Laila Zaid,Bruno Torres,|,See full cast & crew,","1,758"
314,,"Filmprodukties de Luwte,See more »,",Netherlands,Paula van der Oest,"$28,397,",Zus & zo (2001) ,6.4,"Sylvia Poorta,Anneke Blok,Monic Hendrickx,|,See full cast & crew,","1,508"
315,,"Element Twenty Two,Red Headed Revolution Pictures,See more »,",USA,Matt Riddlehoover,,What's the Matter with Gerald? (2016) ,6.2,"Jacob York,Kathy Cash,Jonathan Everett,|,See full cast & crew,",762
316,"€1,000","Käferfilm Produktion,See more »,",Germany,Nicolas Flessa,,Straight (2007) ,5.3,"Beba Ebner,Florian Sonnefeld,Eralp Uzun,|,See full cast & crew,",120
317,,"Trinity X Productions,See more »,",UK,Trevor Garlick,,A Wedding Most Strange (2011) ,4.3,"Chris Finch,Louise Houghton,Adz Hunter,|,See full cast & crew,",125
318,,,USA,Everett Lewis,,The Pretty Boys (2011) ,5.3,"Josh Beren,Bryce Blais,Erin Carere,|,See full cast & crew,",87
319,"$50,000","Coach Cromer Productions,See more »,",USA,James Bubba Cromer,,The Hills Have Thighs (2008) ,3.4,"Hance Oliver,Dona Ayers,Mona Lisa Johnson,|,See full cast & crew,",57
320,,"Kokuei Company,See more »,",Japan,Yutaka Ikejima,,Chô-inran: Shimai donburi (1998) ,7.0,"Yumi Yoshiyuki,Kanae Mizuhara,Reina Azuma,|,See full cast & crew,",56
321,,"Golden Harvest Company,B.O.B. and Partners,Everwide,See more »,",Hong Kong,Wai Man Yip,,Goo waak zai: Hung Hing Sap Saam Mooi (1998) ,6.6,"Sandra Kwan Yue Ng,Kristy Yeung,Alex Fong,|,See full cast & crew,",407
322,"$1,000,000","here! Films,Max Pix,Rapid Heart Pictures,See more »,",USA,David DeCoteau,,The Brotherhood V: Alumni (2009) ,2.8,"Brett Novek,Arthur Napiontek,Preston Davis,|,See full cast & crew,",227
323,,"Cine Clemente,See more »,",Mexico,Chucho E. Quintero,,Los días particulares (2018) ,0,"Gerardo Del Razo,Sofia Sylwin,Carlos Hendrick Huber,|,See full cast & crew,",0
324,"$30,000","Jesco Film Entertainment,See more »,",USA,Joe Castro,,"The Young, the Gay and the Restless (2006) ",3.2,"Chris Brown,Caleb Campbell,Damien Christopher,|,See full cast & crew,",210
325,,"Cineluz - Produções Cinematográficas Lda.,Consorcio Europa,Labo Cine do Brasil Ltda.,See more »,",Brazil,Sandra Werneck,,Amores Possíveis (2001) ,6.9,"Murilo Benício,Carolina Ferraz,Emílio de Mello,|,See full cast & crew,",997
326,,"Continuity Productions,See more »,",USA,Steven Rothblatt,,Oh Baby! (2008) ,7.6,"Claudia Abundis,Jorge Alberti,Laura Cerón,|,See full cast & crew,",22
327,,"Cactus Three,HBO Documentary Films,Submarine Entertainment,See more »,",USA,Harris Fishman,,Cat Dancers (2007) ,7.1,"Joy Holiday,Ron Holiday,Chuck Lizza,",261
328,"$700,000","Mattioli Productions,See more »,",USA,A.J. Mattioli,,Lady Peacock (2014) ,5.8,"Alec Seymour,Joshua Cruz,Simon Vargas,|,See full cast & crew,",137
329,"$1,500,000","Justice for All Productions,See more »,",USA,A.J. Mattioli,,An Affirmative Act (2010) ,5.7,"Charles Durning,Costas Mandylor,Robert Clohessy,|,See full cast & crew,",84
330,,,USA,Tom Donaghy,,Story of a Bad Boy (1999) ,5.4,"Jeremy Hollingworth,Christian Camargo,Stephen Lang,|,See full cast & crew,",188
331,,"Automat Pictures,Making it Big,See more »,",USA,Jeffrey Schwarz,,Wrangler: Anatomy of an Icon (2008) ,5.6,"Jack Wrangler,Margaret Whiting,Robert Alvarez,|,See full cast & crew,",442
332,,"Arte France Cinéma,Bianca Film,Mikado Film,See more »,",France,Olivier Jahan,,Faites comme si je n'étais pas là (2000) ,6.7,"Jérémie Renier,Aurore Clément,Johan Leysen,|,See full cast & crew,",359
333,,"X3 Entertainment Group Inc.,See more »,",USA,Jeremy Rubin,,Tied Up (2004) ,6.1,"Shelli Boone,Dana Fares,David Alan Graf,|,See full cast & crew,",31
334,"$1,500,000","Last Stop Films,See more »,",USA,,,LAID: Life as It's Dealt (2013) ,6.8,"J.D. Stimson Jr.,Jessica Kinney,Andrew Rodriguez,|,See full cast & crew,",21
335,,"AVRO Television,The Film Kitchen,Waterland Film & TV,See more »,",Netherlands,Ineke Houtman,,Stille Nacht (2004) ,6.4,"Josefien Hendriks,Liesbeth Kamerling,Victoria Koblenko,|,See full cast & crew,",799
336,"$40,000","Mattioli Productions,See more »,",USA,A.J. Mattioli,,Words (2018) ,8.1,"Carmen Carrera,Caldwell Tidicue,Shakina Nayfack,|,See full cast & crew,",12
337,,"Bela Film,Taris Film,See more »,","Slovenia,Germany,France",Maja Weiss,,Varuh meje (2002) ,5.7,"Jan Hadzic,Gasper Jarni,Milada Kalezic,|,See full cast & crew,",392
338,,"Gatteo,See more »,",Czech Republic,Juraj Herz,,T.M.A. (2009) ,4.7,"Ivan Franek,Lenka Krobotová,Malgorzata Kozuchowska,|,See full cast & crew,",152
339,,,UK,,,Unhappy Birthday (2011) ,3.7,"David Paisley,Christina De Vallee,Jill Riddiford,|,See full cast & crew,",202
340,,"The Mavo,See more »,",USA,A.R. Mavero,,Three (2018) ,0,"Julian Gavilanes,Donnell E. Smith,Travis Bratten,|,See full cast & crew,",0
341,,"Enlightenment Productions,See more »,",USA,Kenneth Schapiro,,My Girlfriend's Boyfriend (1999) ,5.0,"Sean Runnette,Debbie Gibson,Jill Novick,|,See full cast & crew,",139
342,"$5,000,000","Full On Film Productions (I),Persistent Entertainment,fresh media,See more »,",UK,Alki David,,The Freediver (2004) ,7.5,"Alki David,Adam Baldwin,Camilla Rutherford,|,See full cast & crew,","1,454"
343,,"GroundSpark,See more »,",USA,Debra Chasnoff,,Straightlaced: How Gender's Got Us All Tied Up (2009) ,6.9,,25
344,,,USA,,,Bi the Way (2008) ,6.1,"Austin Head,J. Michael Bailey,Jennifer Bamgardner,|,See full cast & crew,",108
345,,"Cuizi DV Studio,See more »,",China,Zi'en Cui,,Xingxing xiangxi xi (2008) ,4.1,"Bo Yu,Guifeng Wang,Xiwen Zhang,|,See full cast & crew,",16
346,"DEM 5,000,000","Arte,Next Film,Norddeutscher Rundfunk (NDR),See more »,",Germany,Hermine Huntgeburth,,Das Trio (1998) ,6.4,"Götz George,Christian Redl,Jeanette Hain,|,See full cast & crew,",340
347,"€33,000","Beyond Pictures,See more »,",Germany,Timmy Ehegötz,,More Than Friendship (2013) ,4.8,"Michèle Fichtner,Holger Foest,Jakob Philipp Graf,|,See full cast & crew,",192
348,,"Thelma Films,Iris Productions,Iris Films,See more »,","France,Luxembourg,Belgium",Olivier Doran,,Divin enfant (2014) ,4.9,"Émilie Dequenne,Sami Bouajila,Géraldine Pailhas,|,See full cast & crew,",88
349,,"Planet Janice Films,Rhino Films,See more »,",USA,Alex Hinton,,Pick Up the Mic (2006) ,8.2,"Aggracyst,Deadlee,Dutchboy,|,See full cast & crew,",76
350,,"Amateur Rabbit,See more »,",USA,Sarah Kernochan,,Thoth (2002) ,7.0,,181
351,,"Maia Cinema,Les Films du Lendemain,Centre National de la Cinématographie (CNC),See more »,",France,,,L'arbre et la forêt (2010) ,6.7,"Guy Marchand,Françoise Fabian,Sabrina Seyvecou,|,See full cast & crew,",173
352,,"Filmakademie Baden-Württemberg,Robert Bosch Stiftung,See more »,","Lebanon,Germany",Mohamed Sabbah,,Chronic (2017) ,5.6,"Charbel Kamel,Mohamad Al Khansa,Caroline Hatem,|,See full cast & crew,",7
353,,"Centre National de la Cinématographie (CNC),See more »,",France,Rodolphe Marconi,"$4,075,",Défense d'aimer (2002) ,5.5,"Rodolphe Marconi,Andrea Necci,Echo Danon,|,See full cast & crew,",249
354,,"One Shot Productions,See more »,","Spain,USA",Jesús Franco,,Blind Target (2000) ,3.1,"Rachel Sheppard,Tatiana Cohen,Oliver Dennis,|,See full cast & crew,",150
355,,"BIF Productions,Visual Factory,See more »,","Israel,UK",Caroline Roboh,"$14,804,",Shem (2004) ,4.6,"Asier Newman,Hadassah Hungar Diamant,Arturo Brachetti,|,See full cast & crew,",135
356,,,USA,Maurice Jamal,,The Ski Trip (2004) ,5.5,"Liz Beckham,Will Blagrove,Cassandra Cruz,|,See full cast & crew,",135
357,,"A.B. Seahorse Films,AMP Filmworks,Cyprus Film Advisory Board,See more »,",Cyprus,Marinos Kartikkis,,Apo thavma (2010) ,6.3,"Eliza Patsalidou,Giorgos Hatzikyriakou,Lefteris Salomidis,|,See full cast & crew,",40
358,,"Bruiser Films LLC,See more »,",USA,Christian Calson,,Flirting with Anthony (2005) ,1.9,"Daniel Cartier,Lowe Cunningham,Ryan A. Allen,|,See full cast & crew,",313
359,,,Hungary,Kornél Mundruczó,,Nincsen nekem vágyam semmi (2000) ,5.8,"Ervin Nagy,Roland Rába,Martina Kovács,|,See full cast & crew,",143
360,"CAD 1,000,000","Canadian Film Centre (CFC),National Film Board of Canada (NFB),See more »,",Canada,,,Late Fragment (2007) ,6.4,"Benz Antoine,Jerry Azzopardi,Marc Bendavid,|,See full cast & crew,",54
361,"$80,000","Billy Shakespeare Project,See more »,",USA,Deborah Voorhees,,Billy Shakespeare (2014) ,7.8,"Jason D. Johnson,Catharine E. Jones,Phillip David Collins,|,See full cast & crew,",20
362,,"Moana-Film,Westdeutscher Rundfunk (WDR),See more »,",Germany,Rudolf Thome,,Tigerstreifenbaby wartet auf Tarzan (1998) ,6.3,"Herbert Fritsch,Valeska Hanel,Cora Frost,|,See full cast & crew,",70
363,,"Emotion Pictures,See more »,",Canada,Ann Verrall,,Nonsense Revolution (2008) ,6.5,"Anastasia Phillips,Alex House,Gregory Penney,|,See full cast & crew,",96
364,"$40,000","Mattioli Productions,See more »,",USA,A.J. Mattioli,,Gay Positive (2014) ,7.4,"Rutanya Alda,Blanche Baker,Jim Colucci,|,See full cast & crew,",7
365,,"Darkness Opera,See more »,",USA,Rathan Krueger,,Wake Up Alone (2017) ,0,"Anita Nicole Brown,Anne-Marie Christine,Ferria Gong,|,See full cast & crew,",0
366,"$400,000","East Meets West Productions,See more »,",USA,Julie Rubio,,Six Sex Scenes and a Murder (2008) ,4.3,"Amy Jo Brogan,Clyde J. Bruff,Isbella Calderon,|,See full cast & crew,",72
367,,,Japan,Toshiyuki Mizutani,,Isola: Tajuu jinkaku shôjo (2000) ,5.4,"Yoshino Kimura,Yû Kurosawa,Ken Ishiguro,|,See full cast & crew,",260
368,"ESP 150,000,000","Els Films de la Rambla,Televisión Española (TVE),Canal+ España,See more »,",Spain,Ventura Pons,,Amic/Amat (1999) ,6.8,"Josep Maria Pou,Rosa Maria Sardà,Mario Gas,|,See full cast & crew,",388
369,,"La Perifèrica Produccions S.L.,Maestranza Films,See more »,",Spain,Igor Fioravanti,,El sueño de Ibiza (2002) ,5.2,"Adrià Collado,Paco Marín,Adriana Domínguez,|,See full cast & crew,",175
370,£500,"Nineties Kid Productions,See more »,",UK,Lewis Peet,,Bachelor (2016) ,0,"Maximillian King,Oli Higginson,Ziggy Luz,|,See full cast & crew,",0
371,,"A&F Productions,Playboy Enterprises,See more »,",USA,Elaina Archer,,Why Be Good? Sexuality & Censorship in Early Cinema (2007) ,5.9,"Diane Lane,Chris Basinger,Jeanine Basinger,|,See full cast & crew,",108
372,,"Isla Films,See more »,","Puerto Rico,Dominican Republic",Rafi Mercado,,Miente (2009) ,5.8,"Oscar H. Guerrero,Mariana Santangelo Goldman,Frank Perozo,|,See full cast & crew,",77
373,,"Coração da Selva,See more »,",Brazil,Roberto Moreira,,Quanto Dura o Amor? (2009) ,6.3,"Maria Clara Spinelli,Sílvia Lourenço,Danni Carlos,|,See full cast & crew,",133
374,,"Antenna TV,Papandreou A.E.,Plenman Enterprises,See more »,",Greece,Olga Malea,,Rizoto (2000) ,3.9,"Anna Mascha,Dimitra Matsouka,Kleon Gregoriadis,|,See full cast & crew,",337
375,,"Instituto Cubano del Arte e Industrias Cinematográficos (ICAIC),Malas Compañías P.C. S.L.,See more »,","Cuba,Spain",Enrique Pineda Barnet,,Verde verde (2012) ,5.8,"Héctor Noas,Carlos Miguel Caballero,Farah Maria,|,See full cast & crew,",31
376,"€25,000","Platura,See more »,",Germany,Silvia Rietdorff,,Luma (2015) ,5.3,"Melanie Isakowitz,Anja Ressmer,Dirk Talága,|,See full cast & crew,",7
377,"$65,000","Wanted Dead Pictures,See more »,",USA,Shawn Lecrone,,Southwest (2013) ,7.2,"Danielle Lecrone,Eric Young,Barry Fitzgerald,|,See full cast & crew,",100
