,budget,company,country,director,gross,name,rate,star,voter
1894,"$700,000","Puerto Rico Film Commission,Producciones Caleidoscopio,Isla Films,See more »,",Puerto Rico,Raúl Marchand Sánchez,"$1,557,",Manuela y Manuel (2007) ,6.3,"Humberto Busto,Elena Iguina,Luz María Rondón,|,See full cast & crew,",69
1895,,"Aubin Pictures,See more »,",USA,Catherine Gund,"$1,496",Making Grace (2004) ,5.3,"Elizabeth Bing,Sami S. David,Dave Johnson,|,See full cast & crew,",20
1896,,"Lafayette Pictures,See more »,","USA,France,Nigeria",Michael Jones,,Chasing Greatness (2009) ,0,,0
1897,,,Brazil,Ivan Cardoso,,A Marca do Terrir (2005) ,5.8,"Gal Costa,Ricardo Horta,Helena Lustosa,|,See full cast & crew,",6
1898,,"Alce Producciones,Lapsus Producciones,See more »,",Chile,Sebastián Arrau,,Muñeca (2008) ,5.7,"Benjamín Vicuña,Marcial Tagle,Ana Fernández,|,See full cast & crew,",71
1899,,,USA,Stephen Winter,,Jason and Shirley (2015) ,6.8,"Mike Bailey-Gates,Gordon Beeferman,Jordan Saunders Brooks,|,See full cast & crew,",28
1900,,"HBO Documentary Films,World of Wonder Productions,World of Wonder,See more »,",USA,,,"The Strange History of Don't Ask, Don't Tell (2011) ",7.7,"Carl Levin,Robert Gates,Mike Mullen,|,See full cast & crew,",155
1901,,,France,Hervé Joseph Lebrun,,Mondo Homo (2009) ,8.5,"François About,Philippe Vallois,Jean-Étienne Siry,|,See full cast & crew,",11
1902,,,USA,John Scagliotti,,Dangerous Living: Coming Out in the Developing World (2003) ,7.3,"Janeane Garofalo,Maher Sabry,",134
1903,"$25,000","Made It Myself Pictures,See more »,",USA,Matt Riddlehoover,,To a Tee (2006) ,5.3,"Matt Riddlehoover,Lindsey Hancock Williamson,Brandon Eaves,|,See full cast & crew,",389
1904,,"Golden Gate Production,Pure Film Art Syndicate,See more »,",Hong Kong,Chi-Chiu Lee,,Yao ye hui lang (2003) ,5.7,"Daniel Wu,Kara Wai,Feng Ku,|,See full cast & crew,",169
1905,,"Regal Films,See more »,",Philippines,Joel Lamangan,,So... Happy Together (2004) ,6.4,"Kris Aquino,Eric Quizon,Tonton Gutierrez,|,See full cast & crew,",52
1906,,"Films de Force Majeure,See more »,",France,Valérie Mitteaux,,Le baiser de Marseille (2014) ,0,,0
1907,,,USA,Denise Ohio,,Amazing World (1999) ,5.7,"Maiz Lucero,Jennifer Burton,Kelly Jean Clair,|,See full cast & crew,",13
1908,,,Egypt,Hani Fawzi,,Family Secrets (2014) ,6.3,"Ahmed Abdel Wahab,Salwa Mohamed Ali,Ahmed El Rafie,|,See full cast & crew,",40
1909,,"Bloody Valley Films,See more »,",USA,Reuben Rox,,Day of a Thousand Screams (2012) ,6.3,"Catherine Franklin,Reuben Rox,Cara Mattern,|,See full cast & crew,",35
1910,,"intervista digital media,See more »,",Germany,Rolf S. Wolkenstein,,Lauf der Dinge (2006) ,5.5,"Zoé Anna Weiland,Sebastian Achilles,Manuel Cortez,|,See full cast & crew,",21
1911,,"Magnusfilm,See more »,",Czech Republic,,,Modelky s.r.o. (2014) ,2.2,"Regina Rázlová,Evelyna Steimarová,Jirí Stepnicka,|,See full cast & crew,",26
1912,,"CineBro,See more »,",Philippines,Don Cuaresma,,"Unlike Father, Unlike Son (2015) ",0,"Vin Abrenica,Neil Coleta,JM de Guzman,|,See full cast & crew,",0
1913,"$25,000",,USA,Gene Graham,,The Godfather of Disco (2007) ,8.0,"Louis Benedetti,Jellybean Benítez,Joi Cardwell,|,See full cast & crew,",27
1914,,"No More Nice Girls Productions,See more »,","Italy,Spain,USA",Joan Braderman,,The Heretics (2009) ,8.5,"Emma Amos,Ida Applebroog,Patsy Beckert,|,See full cast & crew,",14
1915,,,Canada,Bob Christie,,Beyond Gay: The Politics of Pride (2009) ,6.9,,113
1916,,"Bloodrush Films,See more »,",USA,John Lavin,,Hollywood to Dollywood (2011) ,6.7,"Chad Allen,Dustin Lance Black,Michael Bowen,|,See full cast & crew,",74
1917,,"Agent Provocateur Films,See more »,",USA,Amy McClung,,Change of Life (2006) ,5.5,"Ari Bavel,Brooke Daniels,Jennifer Davis,|,See full cast & crew,",30
1918,,"Nordisk Film,See more »,",Norway,Johannes Joner,,Respekt (2008) ,4.3,"Dizzet,Knut Joner,Vikram Kee Damslora,|,See full cast & crew,",130
1919,,"Media Factory,See more »,","India,Switzerland,Thailand",Aashish Chanana,,Dreams... Do Come True (2009) ,7.8,"Manoj Bidwai,Aashish Chanana,Ashish Chanana,|,See full cast & crew,",8
1920,"$10,000","Sandstorm Productions,See more »,",USA,Kevin V Tudor,,Truths and Fairy Tales (2013) ,0,"Joanne Araujo,Maggie Brothers,Milena Cruz,|,See full cast & crew,",0
1921,,"Canary Films,Grupong Sinehan,See more »,",Philippines,Crisaldo Pablo,,Pitong dalagita (2006) ,6.9,"Angelica Panganiban,Yasmien Kurdi,Nadine Samonte,|,See full cast & crew,",20
1922,,,"USA,Canada,Jamaica,Netherlands,UK",Micah Fink,,The Abominable Crime (2013) ,6.9,,17
1923,"$160,000","Odd Path Pictures LLC,See more »,",USA,Celia Roebuck Reed,,Preacher's Sons (2008) ,0,,0
1924,,"Quantum Films,See more »,",Philippines,Armando Lao,,Biyaheng lupa (2009) ,0,"Jaclyn Jose,Julio Diaz,Coco Martin,|,See full cast & crew,",0
1925,"$200,000","LookOut Films,See more »,",USA,Michael Jacoby,,Ten More Good Years (2007) ,8.6,"Harry Bartron,Harry Bartron,James Bidgood,|,See full cast & crew,",10
1926,,"Sedna Films,See more »,",France,Christophe Pellet,,Aujourd'hui rien (2017) ,0,"Pierre Emö,Sergio Daniel Ramirez,Aurélien Feng,|,See full cast & crew,",0
1927,,"National Human Rights Commission of Korea,See more »,",South Korea,,,Daseot gae ui shiseon (2006) ,6.6,"Kil-kang Ahn,Eun-hye Jeong,Doo-hong Jung,|,See full cast & crew,",48
1928,,"Kaizz Ventures,Viva Films,See more »,",Philippines,,,Pusong mamon (1998) ,6.9,"Lorna Tolentino,Eric Quizon,Albert Martinez,|,See full cast & crew,",64
1929,,"Brothers Double,TCB Productions,See more »,",USA,Malcolm Ingram,,Out to Win (2015) ,7.6,"John Amaechi,Billy Bean,Jason Collins,|,See full cast & crew,",37
1930,,"Instituto Mexicano de Cinematografía (IMCINE),See more »,",Mexico,Alejandra Islas,,"Muxes: Auténticas, intrépidas y buscadoras de peligro (2005) ",7.8,"Clara Chagorua,Victor Chirinos,Alicia de Sales,|,See full cast & crew,",25
1931,,"Orangeight Productions,See more »,",Philippines,Joven Tan,,Booking (2009) ,5.7,"Emilio Garcia,Marco Morales,Mercedes Cabral,|,See full cast & crew,",7
1932,,"JTR Productions,Viva Films,See more »,",Philippines,Al Tantay,,Baliktaran: Si Ace at si Daisy (2001) ,5.5,"Rufa Mae Quinto,Bayani Agbayani,Rommel Montano,|,See full cast & crew,",8
1933,,,Malaysia,Osman Ali,,Bukak Api (2000) ,8.1,,20
1934,"CAD 200,000","National Film Board of Canada (NFB),See more »,",Canada,Atif Siddiqi,,Solo (2003) ,0,"Edward Lafferty,Antoine Lavigne Portelance,Atif Siddiqi,",0
1935,,"Alchemy Media Lab,Walnut Hill Media,isotopefilms,See more »,",USA,Jill Andresevic,"$10,840,",Love Etc. (2010) ,5.8,,113
1936,,"Pansionati,See more »,",Georgia,Lasha Tskvitinidze,,I'm Beso (2014) ,7.1,"Tsotne Barbakadze,Viktor Barbakadze,Leri Bekauri,|,See full cast & crew,",46
1937,,"Autorickshaw Pictures,Chhibber Mann Productions,See more »,","USA,Germany",Scott Sheppard,,An Act of Love (2015) ,7.8,"Jimmy Creech,Frank Schaefer,Tim Schaefer,|,See full cast & crew,",28
1938,,"MKW Productions,See more »,",Canada,Mark Kenneth Woods,,Deb and Sisi (2008) ,7.8,"Mark Kenneth Woods,Michael Venus,Carl McDonald,|,See full cast & crew,",12
1939,,"Adrian Keats Productions,Cool Black Water Productions,See more »,",Canada,Adrian Keats,,Stiff Luv (2008) ,6.6,"Michael Angelone,Lionel S. Boodlal III,Scott Butler,|,See full cast & crew,",20
1940,"$5,000","Gloomy Elk,See more »,",Norway,Thorkell August Ottarsson,,Suicide Service (2017) ,7.9,"Tor Itai Keilen,Nick Faust,Camilla Gunnerud,|,See full cast & crew,",25
1941,,"Le Protocole Gali,Petite Maison Production,See more »,","France,Spain,USA",Julie Gali,,Illegal Love (2011) ,6.6,"Frédéric Anscombre,Dominique Besnehard,Dustin Lance Black,|,See full cast & crew,",14
1942,"$50,000","Paladin Pictures,See more »,",USA,Kent C. Williamson,,Stained Glass Rainbows (2015) ,7.5,"Ric Alba,Sean Doty,Jonathan Ervin,|,See full cast & crew,",10
1943,"€2,000,000","Lime Film,Ministero dei Beni e delle Attività Culturali e del Turismo (MiBACT),Film Commission Torino-Piemonte,See more »,",Italy,Massimo Cappelli,,Non c'è 2 senza te (2015) ,5.0,"Fabio Troiano,Dino Abbrescia,Belén Rodríguez,|,See full cast & crew,",123
1944,,"Cinemax Reel Life,Two Spirit Productions,British Broadcasting Corporation (BBC),See more »,",USA,Murray Nossel,,Paternal Instinct (2004) ,7.3,"Erik,Mark Eisenhardt,Barbara Eisenhardt,|,See full cast & crew,",83
1945,"$300,000","Hillhopper Productions,See more »,",USA,Angela Shelton,,Searching for Angela Shelton (2004) ,7.5,,87
1946,"€3,000","Sticky Notes Films,See more »,","France,Lithuania",,,We can Be Gay Today: Baltic Pride 2013 (2014) ,7.3,,10
1947,,"FU Man Kru Entertainment,Nut Bucket Films,See more »,",USA,Randal Reeder,,For Whom He Tolls (2009) ,6.5,"Gina Brazell,Jessika Brodosi,Lena Clark,|,See full cast & crew,",12
1948,,"Onerock Moving Pictures,See more »,",USA,David John Swajeski,,Dressed (2011) ,0,"Mickey Boardman,Simon Collins,Simon Doonan,|,See full cast & crew,",0
1949,"€2,000","Turun Elokuvaajat,See more »,",Finland,Niko Kostet,,Jeanne d'Trans (2016) ,4.3,"Sam Bodi,Caicca The Lionheart,Tiina Katariina Hallikainen,|,See full cast & crew,",14
1950,,"Lehmann-Moore Productions,See more »,",USA,Sara Moore,,Homo Heights (1998) ,3.5,"Quentin Crisp,Lea DeLaria,Stephen Sorrentino,|,See full cast & crew,",105
1951,,,"USA,Costa Rica,Mexico",Ama MacDonald,,Being Captain Zero (2009) ,0,,0
1952,"$100,000","MasterPeace Productions,SassyMedia,See more »,",USA,Stephanie Higgins,,The Gay Marriage Thing (2005) ,8.6,,9
1953,,"Filmworks,United Church of Christ,See more »,",USA,Joseph Parlagreco,,Call Me Malcolm (2005) ,7.3,"Malcolm Himschoot,Matt Kailey,Calpernia Addams,|,See full cast & crew,",31
1954,,"Les Films du Contraire,See more »,",France,Alessandro Avellis,,Ma saison super 8 (2005) ,4.9,"Axel Philippon,Célia Pilastre,Roman Girelli,|,See full cast & crew,",95
1955,,"Rosa Strippe,See more »,",Germany,Sebastian Schwarz,,Verqueere Welten 2.0 - Alternative Lebenswege junger Menschen (2012) ,0,,0
1956,,,France,Gaël Breton,,Acuerdate (2008) ,0,"Gaël Breton,Emilie Cazenave,",0
1957,"$66,000","All the Others,See more »,",USA,Brian Tolle,,All the Others Were Practice (2015) ,6.1,"Charlie Ballard,Kimberly MacLean,Bennie Bell,|,See full cast & crew,",99
1958,"HRK 10,000","Hump Entertainment,See more »,",Croatia,Luka Hrgovic,,Etida (2010) ,8.0,"Hercigonja Bojan,Damir Brcic,Marin Busic,|,See full cast & crew,",50
1959,,"Persistent Visions,See more »,",USA,Johnny Symons,,Ask Not (2008) ,7.3,,57
1960,"CAD 30,000",,Canada,Paul Marrin,,My Wife Is a Vampire (2009) ,3.4,"Andrew Ainsworth,Teyama Alkamli,James Emmerson,|,See full cast & crew,",10
1961,,"Tragoidia Moving Pictures,See more »,",USA,Scott Bloom,,Out for the Long Run (2011) ,8.2,,6
1962,,"Chocolate Grinder Films,Jürgen Brüning Filmproduktion,See more »,","Greece,Germany",Telémachos Alexiou,,Vasilissa Antigoni: Tris Praksis (2014) ,7.5,"Athina Mathiou,Kristof Lamp,Giorgos Makris,|,See full cast & crew,",13
1963,,"Highberger Media Inc.,See more »,",USA,Craig Highberger,"$28,032",Superstar in a Housedress (2004) ,7.7,"Paul Ambrose,Michael André,Penny Arcade,|,See full cast & crew,",128
1964,,"Cinetauro S.A.,See more »,",Argentina,Martín Lobo,,2 ilusiones (2004) ,6.9,"Matías Santoianni,Claudia Albertario,Gerardo Romano,|,See full cast & crew,",49
1965,,"Negativ,Ceská Televize,FAMU,See more »,",Czech Republic,Jitka Rudolfová,,Zoufalci (2009) ,6.0,"Simona Babcáková,Zuzana Onufráková,Václav Neuzil,|,See full cast & crew,",106
1966,,"For Real Productions,Radiator Film,See more »,","Finland,Denmark",Susanna Helke,,American Vagabond (2013) ,6.8,"James Temple,Tyler Johnson,Sandy Temple,|,See full cast & crew,",133
1967,,"Jezebel Pantry Productions,See more »,",USA,,,Delusions of Grandeur (2012) ,7.8,"Ronnie Alvarez,Salvador Benavides,Rafael O. Calderón,|,See full cast & crew,",13
1968,,,Philippines,Crisaldo Pablo,,"Dose, trese, katorse (2011) ",0,"Jaycob Bulaong,Joshua Domingo,Kathleen Empleo,|,See full cast & crew,",0
1969,,"Big Daddy Beer Guts,See more »,",Canada,Noam Gonick,,"Hey, Happy! (2001) ",3.9,"Jérémie Yuen,Craig Aftanis,Clayton Godson,|,See full cast & crew,",327
1970,"$2,000,000","GoulartMedia,See more »,","USA,Brazil",Gustavo Goulart,"$19,652,919,",Pague Um & Leve Todos (2009) ,9.6,,96
1971,,"Reveal Productions,See more »,",USA,Macky Alston,,Love Free or Die (2012) ,7.2,,88
1972,,"Idiots Product Money Films,Radstar Entertainment Group,See more »,",Canada,Jefferson Mesidor,,Idiots Product & Money 2 (2012) ,0,"Robert Johnson,Kent S. Leung,Yvan Cournoyer,|,See full cast & crew,",0
1973,,"Convict Films,See more »,",UK,Gabriel Howard,,Brighton Wok: The Legend of Ganja Boxing (2008) ,5.4,"Richard Forsyth,Samson Byford-Winter,Randolph Barrington,|,See full cast & crew,",166
1974,"ZAR 60,000",,South Africa,Francois Coetzee,,Finale (2007) ,0,"Lieb Bester,Elize Cawood,Deon Coetzee,|,See full cast & crew,",0
1975,"€5,000",,Austria,,,Symbiofaerietaxiplasm oder die Feen von Hadres (2015) ,0,"Bindu,Doro,El,|,See full cast & crew,",0
1976,,"Queeriosity Video Project,See more »,",Philippines,Crisaldo Pablo,,Hinala (2011) ,5.6,"Joeffrey Javier,Justin De Leon,Chamyto Aguedan,|,See full cast & crew,",5
1977,,,France,,,Beurs appart' (2007) ,6.8,"Ilmann Bel,Rachid Adjane,Slimane Mostefa-Châa,|,See full cast & crew,",6
1978,"£12,000","Peer Productions,See more »,",UK,Jason Orbaum,,The Homophobia Project (2010) ,0,"Chris Aukett,Margarita Birnika,Daniel Brewerton,|,See full cast & crew,",0
1979,,"Syndrome Films,See more »,",Brazil,,,Rainhas (2008) ,7.7,"Michele Honda,Otacilio Junior,Orlando Almeida,|,See full cast & crew,",19
1980,,,USA,Richard Wormser,,Rethinking Cancer (2009) ,0,,0
1981,"$5,000","Richard Anthony Films,See more »,",USA,Michael Haboush,,The Windy City Incident (2005) ,2.3,"Jeffery T. Weaver,James Townsend,Shane Grey,|,See full cast & crew,",41
1982,,"T Joe Murray Videos,See more »,",USA,T. Joe Murray,,Farm Family: In Search of Gay Life in Rural America (2004) ,6.9,"Joe Corrigan,Maqui,T. Joe Murray,|,See full cast & crew,",30
1983,,"Happy Celluloid,Ceská Televize,Blue Sky Media,See more »,",Czech Republic,Milan Cieslar,,Láska je láska (2012) ,6.1,"Petr Nározný,Eliska Balzerová,Simona Stasová,|,See full cast & crew,",117
1984,,,USA,Joseph Graham,,Vanilla (2004) ,4.7,"Ryan A. Allen,Matt Klein,Michael McAllister,|,See full cast & crew,",117
1985,"$200,000","Moonforce Media,See more »,",USA,Joan E. Biren,,No Secret Anymore: The Times of Del Martin & Phyllis Lyon (2003) ,8.7,"Kate Clinton,Phyllis Lyon,Del Martin,",11
1986,,"NQR Productions,See more »,",USA,Philip Schaff,,Not Quite Right (2005) ,6.6,"Corey Schaffer,Philip Schaff,Craig Hennon,|,See full cast & crew,",16
1987,,"Boxxo Productions,See more »,",USA,Brooks Nelson,,Switch: A Community in Transition (2009) ,0,,0
1988,,"Haut et Court,Fugitive Productions,See more »,",France,Ilan Duran Cohen,,Les petits fils (2004) ,6.3,"Reine Ferrato,Guillaume Quatravaux,Jean-Philippe Sêt,|,See full cast & crew,",153
1989,,,"France,USA",Stéphane Gérard,,History Doesn't Have to Repeat Itself (2014) ,7.8,,5
1990,CAD 750,,Canada,Peter Kingstone,,Astounding Adventures of Strongman and Quickboy (2007) ,0,"Paris Cameron-Gardos,Richard Fourhier,Gerald Hannon,|,See full cast & crew,",0
1991,,"Kinotar,Yleisradio (YLE),Arte,See more »,",Finland,Kanerva Cederström,,Lost and Found (2003) ,5.9,"Konstantin Gontcharov,Amanda Löfman,",8
1992,,"Wringing Hands Productions,See more »,",USA,Jay Corcoran,,Undetectable (2001) ,0,"David Brudnoy,Anibal Castaneda,Belynda Dunn,|,See full cast & crew,",0
1993,"$30,000","Almostred Productions,See more »,","Spain,China,USA",,,Desire Street (2011) ,7.9,"Alejandra Walker,Ellen Clifford,Javier Lopez,|,See full cast & crew,",49
1994,"$20,000","Mattioli Productions,Dreamcatcher Entertainment,See more »,",USA,A.J. Mattioli,,Curiosity Killed the Cat (2012) ,8.4,"Blanche Baker,Elissa Goldstein,Keith Collins,|,See full cast & crew,",5
1995,,"Television Network International,See more »,","Germany,Australia",Dirk Lienig,,The Sydney Convicts (2010) ,0,,0
1996,,"Alter-Ciné,Fig Films,Noga Communications,See more »,","Israel,Canada,USA",,,Gan (2003) ,7.8,,282
1997,,"Just Off Centre Productions,See more »,",Australia,Jonathan Duffy,,The Doctor's Wife (2011) ,7.5,"Jonathan Duffy,Vincent Cornelisse,",19
1998,,"Proud Latina Productions,See more »,",USA,Juan Frausto,,Silent Shame (2009) ,7.2,"Javier Berrios,David Blancas,Magica Bottari,|,See full cast & crew,",5
1999,,"W Movies,See more »,",USA,Tanya Wright,,Butterfly Rising (2010) ,7.5,"Terrah Bennett Smith,Brooks Berry,Sean Blakemore,|,See full cast & crew,",14
2000,,"Documix Films,See more »,",USA,,"$18,575,",Saving Marriage (2006) ,8.1,,98
2001,,"Almost Hollywood Entertainment,Least Likely Film Associates,See more »,",USA,Will Hartman,,The Least Likely Candidate (2004) ,8.0,"Angelica Bridges,Nathan Anderson,Steven Daniel,|,See full cast & crew,",21
2002,,,France,,,"Soeur Innocenta, priez pour nous! (2000) ",6.8,,72
2003,,"Re Angle Pictures,SBS Independent,See more »,",Australia,Heather Croall,,Paradise Bent: Boys Will Be Girls in Samoa (1999) ,7.1,"Derek Freeman,Tania Grey,Jeanette Mageo,|,See full cast & crew,",16
2004,,"Avant Garde Alliance,See more »,",UK,Gary Reich,,Uncle David 2 (2018) ,0,"Matt Daniels,David Hoyle,Lucy McCormick,|,See full cast & crew,",0
2005,,"MASA Productions,See more »,",USA,Tom Keegan,,Out in India: A Family's Journey (2008) ,6.2,"Rustom Barucha,Sudarashan Chakravorthy,Rani Chritrakar,|,See full cast & crew,",5
2006,"CAD 391,000","Earth to Sky Pictures,National Film Board of Canada (NFB),National Film Board of Canada (NFB),See more »,",Canada,,,Cure for Love (2008) ,7.1,,9
2007,,,USA,Glenn Holsten,,Jim in Bold (2003) ,8.1,"Mike Glatze,Benjie Nycum,Scott MacPhee,|,See full cast & crew,",27
2008,"$25,000","Slide,Slide production,See more »,",Georgia,,,Gogona Slaididan (2009) ,5.3,"Zuzu Bejashvili,Natia Akhvediani,Paata Papuashvili,|,See full cast & crew,",20
2009,,,"Puerto Rico,USA",Abdiel Colberg,,Fuego en el Alma (2002) ,3.3,"Braulio Castillo hijo,Braulio Castillo,Luisa de los Rios,|,See full cast & crew,",6
2010,,"Shades of Gray LLC,See more »,",USA,Tim De Paepe,,Shades of Gray (2001) ,6.9,"Leo Barbie,Fred Phelps,",15
2011,,"HIQ Productions,See more »,",Italy,,,Improvvisamente l'inverno scorso (2008) ,7.2,"Gustav Hofer,Luca Ragazzi,Frank Dabell,|,See full cast & crew,",192
2012,,"Shallow Beach Entertainment,See more »,",USA,Andrew Delaplaine,,Life's a Drag (When You're a Man in a Dress) (2009) ,0,"Electra,Janice Hamilton,David Leddick,|,See full cast & crew,",0
2013,,"Elm Media,Elmmedia,See more »,",Latvia,Kaspars Goba,,homo@lv (2010) ,7.2,,36
2014,,"ATB-4 Films,See more »,",Philippines,,,"Ako, siya o ikaw (2003) ",0,"Trina Shields,Jeanette Joaquin,Rose Valencia,",0
2015,"$2,000","B.P.A. Productions,Fleet Street Films,See more »,",USA,Anthony Spadaccini,,Hatred (2006) ,7.3,"Steve Brown,Anthony Spadaccini,Garrett McKenna,|,See full cast & crew,",49
2016,"$100,000","C Word Productions,See more »,",USA,Dustin Hubbard,,For Christ's Sake (2010) ,7.1,"Debbie Rochon,Michael Kenneth Fahr,Nicola Fiore,|,See full cast & crew,",7
2017,"ARS 1,200,000","Lagarto Cine,MyS Producción,See more »,",Argentina,Santiago Giralt,,Toda la gente sola (2009) ,6.5,"Lola Berthet,Luciano Castro,Erica Rivas,|,See full cast & crew,",37
2018,,"Hazel Wood Pictures,See more »,",USA,Robin Scovill,,The Other Side of AIDS (2004) ,3.9,"Margaret Heckler,Robert Gallo,Christine Maggiore,|,See full cast & crew,",149
