,budget,company,country,director,gross,name,rate,star,voter
439,,"Curbside Films,Eros International,Hope Productions,See more »,",India,Gauri Shinde,"$1,670,773,",English Vinglish (2012) ,7.9,"Sridevi,Adil Hussain,Mehdi Nebbou,|,See full cast & crew,","29,102"
440,"$36,000,000","Légende Films,Gaumont,Nomad Films,See more »,","France,UK,Belgium",Roland Joffé,"$49,464,",Vatel (2000) ,6.6,"Gérard Depardieu,Uma Thurman,Tim Roth,|,See full cast & crew,","6,866"
441,"DKK 22,500,000","Det Danske Filminstitut,Film Fyn,Nordisk Film,See more »,",Denmark,Niels Arden Oplev,,Kapgang (2014) ,6.6,"Villads Bøye,Anders W. Berthelsen,Sidse Babett Knudsen,|,See full cast & crew,","1,131"
442,"$5,000,000","Big Beach Films,See more »,",USA,Max Landis,,Me Him Her (2015) ,5.4,"Dustin Milligan,Luke Bracey,Emily Meade,|,See full cast & crew,","1,328"
443,"$10,000,000","Kintop Pictures,Ingenious Film Partners,Isle of Man Film,See more »,","USA,UK",Paul Schrader,"$77,177,",The Walker (2007) ,5.9,"Woody Harrelson,Kristin Scott Thomas,Lauren Bacall,|,See full cast & crew,","4,955"
444,,"Daly-Harris Productions,Davis Entertainment Classics,Sordid Lives LLC,See more »,",USA,Del Shores,"$1,111,273",Sordid Lives (2000) ,6.8,"Delta Burke,Bonnie Bedelia,Olivia Newton-John,|,See full cast & crew,","2,622"
445,"$2,000,000","Need Productions,Propaganda Production,Mille et Une Productions,See more »,","France,Belgium,Tunisia",Mehdi Ben Attia,,Le fil (2009) ,6.8,"Claudia Cardinale,Antonin Stahly Viswanadhan,Salim Kechiouche,|,See full cast & crew,","1,685"
446,,"Event Film Distribution,See more »,","Germany,Canada",Uwe Boll,,Blubberella (2011) ,2.4,"Lindsay Hollister,Brendan Fletcher,Michael Paré,|,See full cast & crew,","2,225"
447,,"Destination Films,See more »,",USA,Walt Becker,,Buying the Cow (2002) ,5.9,"Jerry O'Connell,Bill Bellamy,Bridgette Wilson-Sampras,|,See full cast & crew,","6,254"
448,,"Pimpa Film Productions,Riva Filmproduktion,Totally,See more »,","Israel,Germany,France",Haim Tabakman,"$24,708,",Einayim Petukhoth (2009) ,7.3,"Zohar Shtrauss,Ran Danker,Tinkerbell,|,See full cast & crew,","5,613"
449,"$30,000,000","BenderSpink,DiNovi Pictures,Emmett/Furla/Oasis Films (EFO Films),See more »,",USA,Steve Miner,,Major Movie Star (2008) ,4.3,"Jessica Simpson,Vivica A. Fox,Steve Guttenberg,|,See full cast & crew,","3,692"
450,,"Rosa Filmes,Radiotelevisão Portuguesa (RTP),Instituto do Cinema, Audiovisual e Multimédia (ICAM),See more »,",Portugal,João Pedro Rodrigues,"$125,651,",O Fantasma (2000) ,5.7,"Ricardo Meneses,Beatriz Torcato,Andre Barbosa,|,See full cast & crew,","2,615"
451,"$4,200,000","Hari Om Entertainment Company,Three's Company Production,UTV Motion Pictures,See more »,",India,Farah Khan,"$1,076,266,",Tees Maar Khan (2010) ,2.5,"Akshay Kumar,Katrina Kaif,Akshaye Khanna,|,See full cast & crew,","9,799"
452,,"YQstudio LLC,See more »,","Guatemala,USA",Li Cheng,,José (2018) ,7.7,"Enrique Salanic,Manolo Herrera,Ana Cecilia Mota,|,See full cast & crew,",72
453,,"Blueeyes Productions,Filmhuset AS,Liberator Productions,See more »,","Iceland,Denmark,France,Norway,Germany",Baltasar Kormákur,"$12,182,",101 Reykjavík (2000) ,6.9,"Hilmir Snær Guðnason,Victoria Abril,Hanna María Karlsdóttir,|,See full cast & crew,","8,865"
454,,"R&C Produzioni,Films Balenciaga, Les,Films Balenciaga, Les,See more »,","Italy,France",Ferzan Ozpetek,"$215,339,",Le fate ignoranti (2001) ,7.4,"Margherita Buy,Stefano Accorsi,Serra Yilmaz,|,See full cast & crew,","7,798"
455,,"Guest House Films,See more »,",USA,Rob Williams,,Back Soon (2007) ,5.4,"Windham Beacham,Matthew Montgomery,Maggie McCollester,|,See full cast & crew,",723
456,,"Permut Presentations,Sentinel Pictures,Tilted Windmill Productions,See more »,",USA,Stephen Belber,"$28,041,",Match (2014) ,6.7,"Patrick Stewart,Carla Gugino,Matthew Lillard,|,See full cast & crew,","1,919"
457,,"Achilles Entertainments,Sharp House,Team Angelica,See more »,",UK,Rikki Beadle Blair,,KickOff (2011) ,5.2,"Duncan MacInnes,Ian Sharp,Kyle Treslove,|,See full cast & crew,",421
458,,"Lama Films,Israel Cable Programming (ICP),Lama Productions,See more »,",Israel,Eytan Fox,,Yossi & Jagger (2002) ,7.2,"Ohad Knoller,Yehuda Levi,Assi Cohen,|,See full cast & crew,","6,255"
459,,"JD Prod,Black Dynamite Films,Mars Films,See more »,",France,,"$6,674,",Les infidèles (2012) ,5.3,"Jean Dujardin,Gilles Lellouche,Géraldine Nakache,|,See full cast & crew,","7,188"
460,,"Cinémaginaire Inc.,Les Films Séville,Telefilm Canada,See more »,",Canada,Yan England,,1:54 (2016) ,6.6,"Antoine Olivier Pilon,Sophie Nélisse,Lou-Pascal Tremblay,|,See full cast & crew,","1,024"
461,,"Ariztical Entertainment,EOSS Productions,See more »,",USA,Q. Allan Brocka,,Eating Out: Drama Camp (2011) ,5.4,"Chris Salvatore,Daniel Skelton,Aaron Milo,|,See full cast & crew,","2,105"
462,"CAD 5,000,000","Cinémaginaire Inc.,Equinoxe Films,The Harold Greenberg Fund,See more »,",Canada,Émile Gaudreault,"$6,239,558,",Mambo Italiano (2003) ,6.7,"Luke Kirby,Peter Miller,Ginette Reno,|,See full cast & crew,","5,987"
463,,"Israel Film Fund,Lama Hafakot and Metro Tikshoret,Mifal Hapais,See more »,",Israel,Michal Vinik,,Barash (2015) ,5.9,"Sivan Noam Shimon,Hadas Jade Sakori,Dvir Benedek,|,See full cast & crew,",626
464,,"BBC Films,British Film Institute (BFI),Arts Council of England,See more »,","UK,France,Japan,USA",John Maybury,"$343,023,",Love Is the Devil: Study for a Portrait of Francis Bacon (1998) ,6.4,"Derek Jacobi,Daniel Craig,Tilda Swinton,|,See full cast & crew,","3,063"
465,"$250,000","Baumgarten Films,See more »,",USA,Michael Baumgarten,,The Guest House (2012) ,3.5,"Ruth Reynolds,Madeline Merritt,Tom McCafferty,|,See full cast & crew,","1,274"
466,,"Morning View Films,See more »,",USA,David Lewis,,Longhorns (2011) ,5.5,"Jacob Newton,Derek Efrain Villanueva,Dylan Vox,|,See full cast & crew,","1,240"
467,,"Vilcek Foundation,Mile Marker Film,See more »,",USA,Yen Tan,,Pit Stop (2013) ,6.0,"Bailey Bass,Marcus DeAnda,Yesenia Garcia,|,See full cast & crew,","1,273"
468,"$10,000,000","Opus Pictures,Universal Pictures,See more »,",South Korea,Ha Yoo,,Ssang-hwa-jeom (2008) ,7.2,"In-sung Jo,Jin-mo Ju,Ji-Hyo Song,|,See full cast & crew,","3,149"
469,,"Alarum Pictures,Parts and Labor,Tiny Dancer Films,See more »,",USA,Ira Sachs,"$245,138,",Keep the Lights On (2012) ,6.3,"Thure Lindhardt,Zachary Booth,Julianne Nicholson,|,See full cast & crew,","4,847"
470,"$1,000,000","Robbins Entertainment,See more »,",USA,Brad Anderson,"$3,386,698,",Next Stop Wonderland (1998) ,6.7,"Hope Davis,Alan Gelfant,Philip Seymour Hoffman,|,See full cast & crew,","4,414"
471,"$6,400,000","Enumerated Pictures,Huffington Pictures,Levy Leder Company,See more »,",USA,Gary Entin,,Geography Club (2013) ,6.6,"Cameron Deane Stewart,Justin Deeley,Meaghan Martin,|,See full cast & crew,","4,774"
472,,"SPEAKproductions,The Group Entertainment,See more »,",USA,Tom Gustafson,"$119,563,",Were the World Mine (2008) ,7.0,"Tanner Cohen,Wendy Robie,Judy McLane,|,See full cast & crew,","4,880"
473,"$90,000,000","New Line Cinema,Sidney Kimmel Entertainment,FR Production,See more »,",USA,Peter Chelsom,"$6,719,973",Town & Country (2001) ,4.4,"Warren Beatty,Diane Keaton,Nastassja Kinski,|,See full cast & crew,","4,421"
474,"CAD 75,000",,"Germany,Canada",Drew Lint,,M/M (2018) ,5.3,"Antoine Lahaie,Nicolas Maxim Endlicher,Nina Kettiger,|,See full cast & crew,",76
475,,"Avery Pix,See more »,",USA,P.J. Hogan,,Unconditional Love (2002) ,6.9,"Kathy Bates,Rupert Everett,Jonathan Pryce,|,See full cast & crew,","3,322"
476,,"Trigger Street Independent,Little Bird Productions,Burnside Entertainment,See more »,","USA,UK",Bob Balaban,,Bernard and Doris (2006) ,6.6,"Susan Sarandon,Ralph Fiennes,Peter Asher,|,See full cast & crew,","3,280"
477,,"DuMatt Entertainment,Paradigma Entertainment,See more »,","Canada,Germany",Sven J. Matten,,Steel (2015) ,5.6,"Chad Connell,David Cameron,Mimi Kuzyk,|,See full cast & crew,",488
478,"$400,000","Cinetic Media,Kitchen Sink Entertainment LLC,See more »,",USA,,"$1,689,999,",Quinceañera (2006) ,7.1,"Emily Rios,Jesse Garcia,Chalo González,|,See full cast & crew,","3,878"
479,,"Miso Film,4Fiction,Nordisk Film,See more »,",Denmark,Ole Bornedal,,Dræberne fra Nibe (2017) ,5.3,"Nicolas Bro,Ulrich Thomsen,Mia Lyhne,|,See full cast & crew,","1,368"
480,"$13,000,000","Gotham Entertainment Group,New Deal Productions,See more »,",USA,Daisy von Scherler Mayer,"$8,026,971,",Woo (1998) ,3.9,"Jada Pinkett Smith,Tommy Davidson,Duane Martin,|,See full cast & crew,","1,638"
481,,"Strand Releasing,Kailua Productions,See more »,",USA,Scott Coffey,"$34,410",Ellie Parker (2005) ,5.7,"Naomi Watts,Jennifer Syme,Greg Freitas,|,See full cast & crew,","4,277"
482,,"Canal+,Les Films du Losange,Proyecto Tucan,See more »,","Spain,France,Colombia",Barbet Schroeder,"$525,330",La virgen de los sicarios (2000) ,6.9,"Germán Jaramillo,Anderson Ballesteros,Juan David Restrepo,|,See full cast & crew,","3,512"
483,"$3,000,000","Blue Star Pictures,I Hate Vday Productions,ICB Entertainment Finance,See more »,",USA,Nia Vardalos,"$10,060,",I Hate Valentine's Day (2009) ,4.7,"Nia Vardalos,John Corbett,Judah Friedlander,|,See full cast & crew,","7,682"
484,,"Guest House Films,See more »,",USA,Rob Williams,,Shared Rooms (2016) ,5.1,"Daniel Lipshutz,Alex Neil Miller,Enzo Nova,|,See full cast & crew,",325
485,,"T42 Entertainment,Sugarloaf Productions,Shawn & John Productions,See more »,",USA,Tim Kirkman,,Lazy Eye (2016) ,6.2,"Drew Barr,Lucas Near-Verbrugghe,Michaela Watkins,|,See full cast & crew,","1,145"
486,,"Cinema 175,Whitestone Acquisitions,See more »,",USA,J.C. Calciano,,Is It Just Me? (2010) ,6.0,"Nicholas Downs,David Loren,Adam Huss,|,See full cast & crew,","2,510"
487,,"Instituto Nacional de Cine y Artes Audiovisuales (INCAA),Oh My Gomez! Films,See more »,",Argentina,Marco Berger,,Ausente (2011) ,6.2,"Carlos Echevarría,Javier De Pietro,Antonella Costa,|,See full cast & crew,","1,994"
488,"$8,300,000","Hyde Park International,Merchant Ivory Productions,See more »,",USA,James Ivory,,The City of Your Final Destination (2009) ,6.4,"Omar Metwally,Anthony Hopkins,Charlotte Gainsbourg,|,See full cast & crew,","2,595"
489,,"Alliance Independent Films,Channel Four Films,Emotion Pictures,See more »,","Canada,UK,France",Thom Fitzgerald,"$275,996,",Beefcake (1998) ,6.8,"Daniel MacIvor,Joshua Peace,Jack Griffin Mazeika,|,See full cast & crew,",894
490,"$200,000","Running on Empty Productions,Bassline Digital,TKH Productions,See more »,",USA,Nitara Lee Osbourne,,Running on Empty Dreams (2009) ,4.6,"Kathleen Benner,Rachel Owens,Jose Rosete,|,See full cast & crew,",684
491,,"ContentFilm,Rubber Tree Plant,UK Film Council,See more »,",UK,Jeremy Brock,"$238,774,",Driving Lessons (2006) ,6.8,"Rupert Grint,Laura Linney,Julie Walters,|,See full cast & crew,","10,175"
492,,"Mosaic Film Group,Revere Pictures,Will & Company,See more »,","UK,USA",Mike Hodges,"$358,804,",I'll Sleep When I'm Dead (2003) ,5.8,"Clive Owen,Malcolm McDowell,Jonathan Rhys Meyers,|,See full cast & crew,","7,967"
493,"$800,000","First Cold Press Productions,Showtime Pictures,See more »,",USA,Michael Burke,,The Mudge Boy (2003) ,7.2,"Emile Hirsch,Richard Jenkins,Tom Guiry,|,See full cast & crew,","3,909"
494,,"Rendez-vous Pictures,Oh My Gomez! Films,Brainjaus Producciones,See more »,",Argentina,Marco Berger,,Plan B (2009) ,7.0,"Manuel Vignau,Lucas Ferraro,Mercedes Quinteros,|,See full cast & crew,","3,515"
495,,"Fable Films,See more »,",UK,Matthew Hammett Knott,,Bonobo (2014) ,5.6,"James Norton,Will Tudor,Tessa Peake-Jones,|,See full cast & crew,",310
496,"$250,000","Artisan Entertainment,Blow Up Pictures,Flan de Coco Films,See more »,",USA,Miguel Arteta,"$1,050,600,",Chuck & Buck (2000) ,6.6,"Mike White,Chris Weitz,Lupe Ontiveros,|,See full cast & crew,","4,925"
497,,"Bangor Films,See more »,",USA,Todd Verow,,Bad Boy Street (2012) ,6.1,"Yann de Monterno,Florence d'Azémar,Kevin Miranda,|,See full cast & crew,",961
498,,"Convoy Entertainment,Pollywog Entertainment,See more »,",USA,Marshall Cook,,Division III: Football's Finest (2011) ,5.6,"Andy Dick,Marshall Cook,Michael Jace,|,See full cast & crew,","1,396"
499,,"Cinema 175,See more »,",USA,J.C. Calciano,,eCupid (2011) ,5.2,"Houston Rhines,Noah Schuffman,Matt Lewis,|,See full cast & crew,","1,974"
500,,"Happening Films,Screen Australia,See more »,",Australia,Grant Scicluna,,Downriver (2015) ,6.4,"Reef Ireland,Kerry Fox,Robert Taylor,|,See full cast & crew,",376
501,"NOK 15,500,000","Maipo Film,See more »,",Norway,Petter Næss,"$313,436,",Elling (2001) ,7.6,"Per Christian Ellefsen,Sven Nordin,Marit Pia Jacobsen,|,See full cast & crew,","13,243"
502,,"Echo Films,EuropaCorp,TF1 Films Production,See more »,",France,David Moreau,,20 ans d'écart (2013) ,6.4,"Virginie Efira,Pierre Niney,Charles Berling,|,See full cast & crew,","7,677"
503,,"Instinct Entertainment,See more »,",Australia,Dean Murphy,,Strange Bedfellows (2004) ,6.4,"Michael Caton,Alan Cassell,Andy Pappas,|,See full cast & crew,","1,669"
504,"$65,000","AltarBoy Productions,See more »,",USA,Joseph Graham,,Strapped (2010) ,6.8,"Benjamin Bonenfant,Nick Frangione,Artem Mishin,|,See full cast & crew,","2,258"
505,"AUD 780,000","Girls' Own Pictures,See more »,",Australia,Louise Wadley,,All About E (2015) ,4.7,"Mandahla Rose,Brett Rogers,Julia Billington,|,See full cast & crew,",824
506,"$3,500,000","Breakout Pictures,Team Todd,See more »,",USA,Robert Cary,"$220,234,",Ira & Abby (2006) ,6.5,"Jennifer Westfeldt,Chris Messina,Jason Alexander,|,See full cast & crew,","2,073"
507,,"Ognon Pictures,France 2 Cinéma,Eden Films,See more »,",France,Robert Salis,,Grande école (2004) ,5.5,"Grégori Baquet,Alice Taglioni,Jocelyn Quivrin,|,See full cast & crew,","2,063"
508,,"Backup Media,Anna Sanders Films,Downtown Pictures,See more »,","Thailand,France,Germany,Italy",Apichatpong Weerasethakul,,Sud pralad (2004) ,7.3,"Banlop Lomnoi,Sakda Kaewbuadee,Huai Dessom,|,See full cast & crew,","4,270"
509,"$1,700,000","Marked Entertainment,Miramax,See more »,",USA,Mark Illsley,"$1,943,649,","Happy, Texas (1999) ",6.3,"Jeremy Northam,Steve Zahn,William H. Macy,|,See full cast & crew,","9,153"
510,"$750,000","Kids in America LLC,See more »,",USA,Josh Stolberg,"$537,667",Kids in America (2005) ,5.9,"Gregory Smith,Julie Bowen,Malik Yoba,|,See full cast & crew,","2,518"
511,,"Focusing Films,See more »,",Germany,Curtis Burz,,Das Sommerhaus (2014) ,6.0,"Sten Jacobs,Anna Altmann,Jaspar Fuld,|,See full cast & crew,",230
512,"$77,000","Papi Chulo,See more »,",USA,Terracino,,Elliot Loves (2012) ,6.2,"Alfredo Narciso,Antoni Porowski,Elena Goode,|,See full cast & crew,",442
513,"$400,000","Reel Goode Productions,AltarBoy Productions,Sun House Films,See more »,",USA,Joseph Graham,,Beautiful Something (2015) ,6.2,"Brian Sheppard,Zack Ryan,Colman Domingo,|,See full cast & crew,",540
514,,"Film i Väst,Sonet Film,Sveriges Television (SVT),See more »,",Sweden,Ella Lemhagen,"$56,299,","Patrik 1,5 (2008) ",6.9,"Gustaf Skarsgård,Torkel Petersson,Tom Ljungman,|,See full cast & crew,","8,436"
515,"$3,000,000","Margin Films,408 Films,See more »,",USA,Quentin Lee,,The People I've Slept With (2012) ,5.0,"Karin Anna Cheung,Wilson Cruz,Archie Kao,|,See full cast & crew,",613
516,,"United Gay Network,See more »,",USA,Michael D. Akers,,Morgan (2012) ,6.8,"Leo Minaya,Jack Kesy,Darra Like Dat Boyd,|,See full cast & crew,","1,184"
517,"$2,000,000","Rhombus Media,Téléfilm Canada,La Sept-Arte,See more »,","Canada,France",Don McKellar,,Last Night (1998) ,7.3,"Don McKellar,Sandra Oh,Roberta Maxwell,|,See full cast & crew,","8,721"
518,,"SPEAKproductions,See more »,",USA,Cory Krueckeberg,,"Getting Go, the Go Doc Project (2013) ",7.1,"Tanner Cohen,Matthew Camp,Ramon O. Torres,|,See full cast & crew,","2,169"
519,"$500,000","HDNet Films,See more »,",USA,,"$28,562,",American Swing (2008) ,6.2,"Bryce Britton,Irwin Corey,William Davidson,|,See full cast & crew,",548
520,,"Luna Pictures,PRO-FUN media Filmverleih,Caveat Films,See more »,","USA,Germany",Todd Stephens,"$104,020,",Another Gay Sequel: Gays Gone Wild! (2008) ,4.0,"Jonah Blechman,Jake Mosser,Aaron Michael Davies,|,See full cast & crew,","2,780"
521,,,USA,Alan Brown,,Private Romeo (2011) ,5.8,"Hale Appleman,Charlie Barnett,Adam Barrie,|,See full cast & crew,","1,900"
522,,"First Look International,Qwerty Films,N1 European Film Produktions GmbH & Co. KG,See more »,","USA,Germany",Michael Traeger,"$15,090,",The Moguls (2005) ,6.3,"Jeff Bridges,Ted Danson,Joe Pantoliano,|,See full cast & crew,","5,832"
523,,"Matchbox Pictures,Retro Active Films,Tycho Productions,See more »,",Australia,Tony Ayres,"$1,625,",Cut Snake (2014) ,5.9,"Sullivan Stapleton,Alex Russell,Jessica De Gouw,|,See full cast & crew,","1,095"
524,,"RabbitBandini Productions,See more »,",USA,,"$40,862,",Interior. Leather Bar. (2013) ,5.1,"Val Lauren,Christian Patrick,James Franco,|,See full cast & crew,","2,199"
525,,"Escazal Films,Centre National de la Cinématographie (CNC),See more »,",France,,,L'amour flou (2018) ,6.6,"Romane Bohringer,Philippe Rebbot,Rose Rebbot-Bohringer,|,See full cast & crew,",72
526,"$5,000,000","Steaming Hot Coffee LLC,See more »,",USA,John Cosgrove,,Caffeine (2006) ,5.6,"Marsha Thomason,Mena Suvari,Callum Blue,|,See full cast & crew,","2,464"
527,,"La Panda,Pony Films,See more »,","USA,Spain",J.C. Falcón,,People You May Know (2016) ,5.7,"Sean Maher,Andrea Grano,Mark Cirillo,|,See full cast & crew,",571
528,,"Polsky Films,See more »,",USA,,,The Motel Life (2012) ,6.0,"Emile Hirsch,Stephen Dorff,Doc Divecchio,|,See full cast & crew,","3,234"
529,"€2,300,000","Les Films de Pierre,Centre National de la Cinématographie (CNC),Canal+,See more »,",France,Robin Campillo,"$16,173,",Eastern Boys (2013) ,6.9,"Olivier Rabourdin,Kirill Emelyanov,Daniil Vorobyov,|,See full cast & crew,","2,743"
530,,"Magnolia Pictures,Seashel Pictures,See more »,",USA,Lynn Shelton,"$406,943,",Humpday (2009) ,6.0,"Mark Duplass,Joshua Leonard,Alycia Delmore,|,See full cast & crew,","5,068"
531,,"Elcalvo Films,Dynamo,La Cinéfacture,See more »,","Peru,Colombia,France,Germany",Javier Fuentes-León,,Contracorriente (2009) ,7.7,"Cristian Mercado,Tatiana Astengo,Manolo Cardona,|,See full cast & crew,","5,811"
532,"$700,000","Blue Streak Films,Luna Pictures,See more »,",USA,David Moreton,"$870,751,",Edge of Seventeen (1998) ,6.8,"Chris Stafford,Tina Holmes,Andersen Gabrych,|,See full cast & crew,","5,224"
533,,"Falcon Lair Films,Queens Pictures,See more »,",USA,Miles Swain,"$110,677,",The Trip (2002) ,7.0,"Larry Sullivan,Steve Braun,Ray Baker,|,See full cast & crew,","3,522"
534,,"Delux Productions,Elsani Film,Moonstone Entertainment,See more »,","Luxembourg,Germany",Jean-Claude Schlim,,House of Boys (2009) ,6.6,"Loïc Peckels,Layke Anderson,Harry Ferrier,|,See full cast & crew,",991
535,,,"Greece,UK",Konstantinos Menelaou,,He Loves Me (2018) ,7.7,"Thanos Lekkas,Hermes Pittakos,Sanuye Shoteka,",7
536,,"Artwalker,See more »,",Hong Kong,Scud,,An fei ta ming (2010) ,5.5,"Byron Pang,Thomas Price,Winnie Leung,|,See full cast & crew,",752
537,"CAD 800,000","Border2Border Entertainment,Union of B.C. Performers,British Columbia Film,See more »,",Canada,Chip Hale,,Mulligans (2008) ,6.3,"Dan Payne,Thea Gill,Charlie David,|,See full cast & crew,","2,491"
538,"$25,000","Scorpio Film Releasing,See more »,",USA,Richard Griffin,,Strapped for Danger (2017) ,7.2,"Anthony Gaudette,Diego Guevara,Dan Mauro,|,See full cast & crew,",49
539,,,USA,Julie Davis,"$1,006,969,",All Over the Guy (2001) ,6.6,"Dan Bucatinsky,Richard Ruccolo,Sasha Alexander,|,See full cast & crew,","4,205"
540,"$8,000,000","Jean Vigo Italia,Rai Cinema,Four of a Kind Productions,See more »,","Italy,USA",Roberto Faenza,,Someday This Pain Will Be Useful to You (2011) ,5.8,"Toby Regbo,Marcia Gay Harden,Peter Gallagher,|,See full cast & crew,","2,370"
541,"€2,472,000","Submarine,Fu Works,Paloma Negra Films,See more »,","Netherlands,Belgium,Finland,Mexico,France",Peter Greenaway,"$34,282,",Eisenstein in Guanajuato (2015) ,6.3,"Elmer Bäck,Luis Alberti,Maya Zapata,|,See full cast & crew,","2,178"
542,"$1,800,000","Falcon Media Limited,See more »,",UK,Jake West,,Evil Aliens (2005) ,5.4,"Emily Booth,Jamie Honeybourne,Sam Butler,|,See full cast & crew,","5,339"
543,"$2,000,000","The Icelandic Filmcompany,See more »,",Iceland,Baldvin Zophoníasson,,Órói (2010) ,6.8,"Atli Oskar Fjalarsson,Ilva Holmes,Gísli Örn Garðarsson,|,See full cast & crew,","1,341"
544,,"BearCity Limits,See more »,",USA,Douglas Langway,"$5,980,",BearCity (2010) ,6.0,"Alex Di Dio,Kevin E. Smith,Joe Conti,|,See full cast & crew,","1,274"
545,,"Thrillsville Productions,See more »,",USA,Mark Bessenger,,The Last Straight Man (2014) ,6.1,"Mark Cirillo,Scott Sell,David Alanson Bradberry,|,See full cast & crew,",554
546,,"Fluff and Fold LLC,See more »,",USA,,"$563,373,",The Fluffer (2001) ,5.7,"Scott Gurney,Michael Cunio,Roxanne Day,|,See full cast & crew,","2,601"
547,,"Backrow Studios,See more »,",USA,,,The Formula (2014) ,2.7,"Brandon Baker,Mike Schminke,Sasha Jackson,|,See full cast & crew,",666
548,"$500,000","Typecast Pictures,See more »,",USA,Kevin Hamedani,,ZMD: Zombies of Mass Destruction (2009) ,5.1,"Janette Armand,Doug Fahl,Cooper Hopkins,|,See full cast & crew,","3,857"
549,,"Cinémadefacto,Spier Films,Heretic,See more »,","South Africa,France,Greece,Poland",Etienne Kallos,,Die Stropers (2018) ,5.5,"Danny Keogh,Benré Labuschagne,Alex van Dyk,|,See full cast & crew,",86
550,"ILS 1,000,000","FishCorb Films,Mozer Films,Rabinovich Film Fund Cinema Project,See more »,",Israel,Yariv Mozer,,Shablulim BaGeshem (2013) ,6.1,"Yoav Reuveni,Yehuda Nahari,Yariv Mozer,|,See full cast & crew,","1,625"
551,,,USA,Jennifer Gerber,,The Revival (2017) ,5.2,"Zachary Booth,David Carl,Stephen Ellis,|,See full cast & crew,",245
552,"€4,500,000","Mod Producciones,Kowalski Films,Atresmedia Cine,See more »,",Spain,Joaquín Mazón,,Cuerpo de élite (2016) ,4.6,"María León,Miki Esparbé,Jordi Sánchez,|,See full cast & crew,","1,413"
553,,"Eklipse Vidéo,See more »,",France,,,Comme un frère (2005) ,5.2,"Benoît Delière,Johnny Amaro,Thibault Boucaux,|,See full cast & crew,",868
554,,"Azure Productions,See more »,",Australia,Craig Boreham,,Teenage Kicks (2016) ,6.6,"Miles Szanto,Daniel Webber,Anni Finsterer,|,See full cast & crew,",493
555,,"High Sea Production,Scope Pictures,Motion Partners,See more »,","France,Belgium",Marc Dugain,,L'échange des princesses (2017) ,7.3,"Lambert Wilson,Anamaria Vartolomei,Olivier Gourmet,|,See full cast & crew,",434
556,,"PFM Pictures,See more »,",USA,Travis Fine,"$200,002,",Any Day Now (2012) ,7.5,"Alan Cumming,Garret Dillahunt,Isaac Leyva,|,See full cast & crew,","5,357"
557,,"Spellbound Productions,See more »,",USA,Casper Andreas,,"Kiss Me, Kill Me (2015) ",4.7,"Van Hansis,Gale Harold,Brianna Brown,|,See full cast & crew,",203
558,,"Bhandarkar Entertainment,Grassroots Productions,UTV Motion Pictures,See more »,",India,Madhur Bhandarkar,"$191,442,",Fashion (2008) ,7.0,"Priyanka Chopra,Kangana Ranaut,Mugdha Godse,|,See full cast & crew,","10,663"
559,"$2,500,000","PalmStar Media,Twisted Pictures,See more »,",USA,Ryan Phillippe,,Catch Hell (2014) ,5.5,"Ryan Phillippe,Ian Barford,Stephen Louis Grush,|,See full cast & crew,","2,424"
560,"$15,000,000","Margate House Films,Margate House,See more »,",USA,Conor Allyn,,Java Heat (2013) ,5.2,"Kellan Lutz,Verdi Solaiman,Mickey Rourke,|,See full cast & crew,","4,444"
561,"$1,500,000","Uchovsky Fox,Metro Productions,Ronen Ben-Tal Films,See more »,",Israel,Eytan Fox,"$157,121,",Ha-Buah (2006) ,7.3,"Ohad Knoller,Yousef 'Joe' Sweid,Daniella Wircer,|,See full cast & crew,","5,072"
562,"$26,000,000",,Argentina,Natalia Meta,,Muerte en Buenos Aires (2014) ,5.5,"Mónica Antonópulos,Hugo Arana,Fabián Arenillas,|,See full cast & crew,","1,260"
563,,"Chris Lee Productions,Wentertainment Productions,See more »,",USA,Quentin Lee,,White Frog (2012) ,6.9,"Booboo Stewart,Harry Shum Jr.,Joan Chen,|,See full cast & crew,","1,755"
564,,"Atlas Entertainment,Mosaic Media Group,See more »,",USA,Bill Guttentag,,Live! (2007) ,5.9,"Eva Mendes,David Krumholtz,Rob Brown,|,See full cast & crew,","4,646"
565,,"London Film Productions,Lilting Production,Microwave,See more »,",UK,Hong Khaou,"$21,068,",Lilting (2014) ,7.2,"Pei-Pei Cheng,Ben Whishaw,Andrew Leung,|,See full cast & crew,","5,206"
566,,"Forty Second Productions,Rhino Films,See more »,",USA,Kyle Patrick Alvarez,"$55,301,",C.O.G. (2013) ,5.6,"Jonathan Groff,Denis O'Hare,Corey Stoll,|,See full cast & crew,","3,332"
567,"$3,000,000","NOW Productions,Zuckerman Entertainment,Anacol Productions Inc.,See more »,",USA,Alan Cumming,,Suffering Man's Charity (2007) ,4.8,"Alan Cumming,Alison Guh,David Boreanaz,|,See full cast & crew,",750
568,,"Rooks Nest Entertainment,Wild Horses Film Company,Film-Clinic,See more »,",UK,Sally El Hosaini,"$10,305,",My Brother the Devil (2012) ,6.6,"James Floyd,Elarica Johnson,Fady Elsayed,|,See full cast & crew,","2,845"
569,"€1,500","100% Synthetic Films,Wrong Men,Movie Partners In Motion Film,See more »,","Greece,France,Belgium",Panos H. Koutras,"$3,181,",Xenia (2014) ,6.7,"Kostas Nikouli,Nikos Gelia,Yannis Stankoglou,|,See full cast & crew,","3,052"
